matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
BOS @ TB,TB,0.6081,0.6485,0.0404,0.6485,0.6485,0.6388,2468.0,0.5933,5.52,0.1185,0.1635,0.0409,0.0204,0.0,0.0,1.433,1.107,-0.0062,0.0932,24.79,19.73,Drew Rasmussen,Jake Bennett,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,B,2,"PQI confirms pick (Δ=+10.8) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1)",2,B,10.82692621597512,1,[],[],[],[]
NYY @ CLE,NYY,0.6105,0.4867,0.1238,0.5133,0.5133,0.5313,3121.0,0.4823,3.1,0.0574,0.0542,0.0135,0.0068,0.0,0.0,1.112,1.432,-0.0023,0.1014,25.19,24.31,Parker Messick,Carlos Rodón,GOLD,F2_xwoba_gap=0.024,"edge +3.10pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 0.34 xERA agrees with pick (+2) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.04) (+1) | [HARD CAP 8] bottom-bucket marginal-favorite (pick_prob=0.520 in (0.50, 0.52], edge_pp=+3.1pp <= +12) on tier-elevated pick (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.520 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,2.8638582614863495,1,[],[],[],[]
WSH @ SF,WSH,0.5243,0.4544,0.0699,0.5456,0.5456,0.5313,2911.0,0.4682,7.74,0.1512,0.1363,0.0341,0.017,0.0,0.0,1.155,1.302,0.0078,0.1029,21.64,21.43,Robbie Ray,Foster Griffin,GOLD,F2_xwoba_gap=0.029,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.72 xERA agrees with pick (+2) | PQI confirms pick (Δ=-12.6) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0078 >= 0) on tier-elevated pick (score 5 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.520 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=5]",5,A,-12.568377713199567,1,[],[],[],[]
CIN @ SD,CIN,0.6295,0.4507,0.1788,0.5493,0.5493,0.5313,3170.0,0.3727,17.66,0.3898,0.25,0.0637,0.0318,0.0,0.0,1.153,1.079,0.0247,0.0955,21.74,16.54,Michael King,Brady Singer,SKIP,,"fair_prob 0.373 < 0.42 | edge +17.66pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-2,SP edge 2.05 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+28.6) (-1) | Stage 1/2 agree (Δ=0.05) (+1),-2,D,28.62364248237529,0,[],[],[],[]
SEA @ BAL,BAL,0.3996,0.6377,0.2381,0.6377,0.6377,0.6525,3258.0,0.4633,17.45,0.3456,0.25,0.0778,0.0389,0.0,0.0,1.078,0.986,0.0031,0.1043,17.21,20.56,Brandon Young,George Kirby,SKIP,,"edge +17.45pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-3,"SP edge 1.00 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-8.8) (-1) | team_quality modifier (-1; DISABLED, score+=0)",-3,D,-8.78080584558721,-1,[],[],[],[]
LAD @ PIT,LAD,0.3174,0.3662,0.0488,0.6338,0.6338,0.5637,2650.0,0.688,-5.42,-0.0325,0.0,0.0,0.0,0.0,0.0,1.247,1.261,-0.0054,0.1116,22.75,30.85,Jared Jones,Shohei Ohtani,GOLD,F2_xwoba_gap=0.023,"edge -5.42pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,B-,1,"F-signal fires (+1) | PQI confirms pick (Δ=-29.5) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 1] negative-edge GOLD (-5.4pp < 0) prevents GOLD confirmation (score 3 -> 1) | [PRE_CAP_SCORE=3]",3,B+,-29.46336658759425,1,[],[],[],[]
ARI @ MIA,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Ryan Gusto has only 85 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
PHI @ TOR,TOR,0.398,0.5911,0.1931,0.5911,0.5911,0.6328,2737.0,0.4094,18.18,0.3892,0.125,0.03605,0.018,0.0,0.0,1.11,1.229,-0.0093,0.0932,18.86,24.32,Max Scherzer,Jesús Luzardo,SKIP,,"fair_prob 0.409 < 0.42 | edge +18.18pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,D,-1,"SP edge 3.34 xERA AGAINST pick (-1) [small-sample SP, min_pa=84] | PQI AGAINST (late-game-degradation) pick (Δ=-34.7) (-1) | Stage 1/2 agree (Δ=0.08) (+1)",-1,D,-34.65990560755057,0,[],[],[],[]
STL @ NYM,STL,0.385,0.4807,0.0957,0.5193,0.5193,0.6044,2788.0,0.4447,7.47,0.1425,0.1187,0.0297,0.0148,0.0,0.0,1.19,1.144,0.015,0.0974,23.98,17.13,Austin Warren,Andre Pallante,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,C,0,"team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.07) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.520 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,2.7621835785358613,1,[],[],[],[]
TEX @ KC,TEX,0.2994,0.2713,0.0281,0.7287,0.7287,0.5717,2265.0,0.5318,19.7,0.3852,0.125,0.05345,0.0267,0.0,0.0,1.242,1.076,-0.0034,0.1115,21.04,24.26,Seth Lugo,MacKenzie Gore,GOLD,F1_xera_gap=1.39*,"model_prob 0.729 outside [0.48,0.72] | edge +19.70pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,A,5,F-signal fires (+1) | SP edge 1.15 xERA agrees with pick (+2) | PQI confirms pick (Δ=-18.0) (+1) | Stage 1/2 agree (Δ=0.00) (+1),5,A,-18.002073814944524,0,[],[],[],[]
