matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
WSH @ CLE,CLE,0.6231,0.5134,0.1097,0.5134,0.5134,0.4888,3228.0,0.5608,-4.74,-0.0759,0.0,0.0,0.0,0.0,0.0,1.215,1.215,0.014,0.1034,22.76,23.66,Joey Cantillo,Cade Cavalli,GOLD,F5_bullpen_gap=+0.74,"edge -4.74pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.35 xERA agrees with pick (+2) | PQI confirms pick (Δ=+8.8) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.05) (+1) | negative edge (-4.7pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-4.7pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.508 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,8.823319520421478,-1,[],[],[],[]
TB @ BAL,BAL,0.5223,0.5339,0.0117,0.5339,0.5339,0.5111,2068.0,0.4823,5.17,0.0999,0.0942,0.0236,0.0118,0.0,0.0,0.986,1.183,0.0048,0.1065,19.78,21.27,Shane Baz,Griffin Jax,GOLD,F3_swing_take_gap=2955.4,tier GOLD -> stake_mult=0,fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.511 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,0.188359474099272,-1,[],[],[],[]
LAA @ DET,DET,0.4656,0.6496,0.1839,0.6496,0.6496,0.6563,2368.0,0.5553,9.42,0.1909,0.2291,0.0573,0.0286,0.0,0.0,1.335,1.339,0.0027,0.1049,17.01,17.24,Keider Montero,Jack Kochanowicz,GOLD,"F1_xera_gap=1.53*, F3_swing_take_gap=2085.0",tier GOLD -> stake_mult=0,fetched,acute_roster;bullpen_fatigue,True,,,B-,1,F-signal fires (+1) | SP edge 1.33 xERA agrees with pick (+2) | PQI confirms pick (Δ=+14.3) (+1) | Stage 1/2 agree (Δ=0.07) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0027 >= 0) on tier-elevated pick (score 5 -> 1) | [PRE_CAP_SCORE=5],5,A,14.34406005346522,0,[],[],[],[]
CHC @ PIT,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Jordan Wicks has only 0 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
ATL @ BOS,BOS,0.5786,0.5081,0.0704,0.5081,0.5081,0.5312,2469.0,0.488,2.02,0.0468,0.0441,0.011,0.0055,0.0,0.0,1.171,1.073,-0.0134,0.0925,22.27,27.22,Ranger Suarez,Spencer Strider,SKIP,,"edge +2.02pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,D,-1,"SP edge 0.50 xERA AGAINST pick (-1) [small-sample SP, min_pa=82] | PQI AGAINST (late-game-degradation) pick (Δ=-11.4) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1)",-1,D,-11.419497367773744,-1,[],[],[],[]
MIA @ TOR,MIA,0.3857,0.4675,0.0817,0.5325,0.5325,0.5184,2514.0,0.4206,11.19,0.2249,0.173,0.0432,0.0216,0.0,0.0,1.145,1.227,0.0045,0.0939,25.53,17.04,Braydon Fisher,Sandy Alcantara,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,C,0,"SP edge 0.51 xERA agrees with pick (+2) | PQI confirms pick (Δ=-6.5) (+1) | Stage 1/2 agree (Δ=0.05) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0045 >= 0) on tier-elevated pick (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.510 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-6.499322347529414,0,[],[],[],[]
MIN @ CHW,CHW,0.6615,0.5807,0.0808,0.5807,0.5807,0.558,2622.0,0.4823,9.84,0.1962,0.1851,0.0463,0.0231,0.0,0.0,1.268,0.923,-0.0021,0.1075,21.31,25.71,Sean Burke,Joe Ryan,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,SP edge 1.21 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-16.5) (-1) | Stage 1/2 agree (Δ=0.05) (+1),-2,D,-16.487156971431105,0,[],[],[],[]
NYY @ KC,NYY,0.2009,0.3369,0.136,0.6631,0.6631,0.5313,2960.0,0.688,-2.49,0.0121,0.0231,0.0058,0.0029,0.0,0.0,1.161,1.239,-0.0175,0.111,21.17,28.46,Bailey Falter,Cam Schlittler,GOLD,F2_xwoba_gap=0.027,"edge -2.49pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,B,2,"F-signal fires (+1) | PQI confirms pick (Δ=-31.6) (+1) | team_quality modifier (+1; DISABLED, score+=0)",2,B,-31.563607058853748,1,[],[],[],[]
STL @ MIL,MIL,0.7176,0.6683,0.0492,0.6683,0.6683,0.6563,2001.0,0.6638,0.45,0.0524,0.0912,0.0228,0.0114,0.0,0.0,1.3,1.325,0.005,0.1068,31.68,17.95,Kyle Harrison,Michael McGreevy,GOLD,F1_xera_gap=3.89,"edge +0.45pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,B-,1,F-signal fires (+1) | SP edge 2.88 xERA agrees with pick (+2) | PQI confirms pick (Δ=+40.5) (+1) | Stage 1/2 agree (Δ=0.03) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0050 >= 0) on tier-elevated pick (score 5 -> 1) | [PRE_CAP_SCORE=5],5,A,40.47856515678399,0,[],[],[],[]
HOU @ TEX,TEX,0.5485,0.5074,0.0411,0.5074,0.5074,0.5006,2242.0,0.5676,-6.02,-0.0867,0.0,0.0,0.0,0.0,0.0,1.344,1.2,-0.0027,0.1073,26.19,21.26,Jack Leiter,Jason Alexander,SKIP,,"edge -6.02pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,acute_roster,True,,,D,-2,"SP edge 1.76 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-21.6) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1)",-2,D,-21.595479308607118,-1,[],[],[],[]
